8775	-48019515	388701	-154179841	0.2
63931	-174993591	115294	-52812746	0.25
63931	-174993591	112	-49183879	0.25
10113	-27358543	10001	-71068407	0.25
2938	-52669765	1742	-7124369	0.2
2938	-52669765	219402	-28025533	0.25
2938	-52669765	26112	-150604654	0.5
2938	-52669765	23001	-85888544	0.333333
2938	-52669765	140432	-98830521	1
2938	-52669765	152586	-141420531	1
2938	-52669765	116071	-64758749	0.333333
2938	-52669765	25937	-149443575	1
2938	-52669765	100529239	-34394902	1
2938	-52669765	1412	-219859127	1
2938	-52669765	283316	-7597781	1
2938	-52669765	201625	-57531071	0.5
2938	-52669765	197021	-66859076	0.25
2938	-52669765	10529	-21464116	0.5
2938	-52669765	29101	-1511262	0.2
2938	-52669765	122876	-63786593	1
2938	-52669765	266	-6743068	1
2938	-52669765	284805	-31262743	1
2938	-52669765	203430	-77915825	0.5
2938	-52669765	201895	-39641618	0.25
2938	-52669765	2796	-25283556	0.5
2938	-52669765	26137	-114344423	0.25
2938	-52669765	2235	-55254969	0.333333
2938	-52669765	1962	-184972886	1
2938	-52669765	1641	-110655917	1
2938	-52669765	23428	-23625163	0.25
2938	-52669765	23428	-23653869	0.2
2938	-52669765	116447	-144418061	0.333333
2938	-52669765	151651	-19989517	0.25
2938	-52669765	1519	-156876048	0.25
2938	-52669765	1620	-122132739	0.5
2938	-52669765	220202	-69992870	1
2938	-52669765	11127	-132074270	0.333333
2938	-52669765	154796	-112085043	0.25
2938	-52669765	10482	-62573964	0.25
2938	-52669765	259307	-50401147	0.25
2938	-52669765	23293	-1993055	0.333333
2938	-52669765	285672	-64065496	0.5
2938	-52669765	159963	-26744574	1
2938	-52669765	11021	-120555643	0.25
2938	-52669765	2176	-98080764	0.25
2938	-52669765	10161	-48988653	1
2938	-52669765	26225	-152686009	0.25
2938	-52669765	1418	-209029297	0.5
2938	-52669765	11337	-7146753	0.25
2938	-52669765	257	-110614322	1
2938	-52669765	10434	-55015346	0.2
6293	-33240742	5425	-44164138	0.25
6293	-33240742	27097	-229762794	0.5
6293	-33240742	11331	-7080916	0.2
6293	-33240742	400720	-57989938	0.2
6293	-33240742	444	-62628199	0.333333
6293	-33240742	2287	-45604732	0.2
6293	-33240742	10447	-121037422	0.25
6293	-33240742	55552	-11850824	0.333333
6293	-33240742	51734	-1994327	0.2
6293	-33240742	25973	-55231226	0.25
6293	-33240742	55062	-66454665	0.2
6293	-33240742	374882	-11457981	0.25
6293	-33240742	51562	-36790882	0.2
6293	-33240742	27434	-44123139	0.25
6293	-33240742	55813	-30229729	0.25
6293	-33240742	162972	-58072231	1
6293	-33240742	10469	-8009708	0.333333
6293	-33240742	147837	-12445534	0.25
6293	-33240742	254065	-80066233	0.333333
6293	-33240742	55108	-32861062	0.333333
6293	-33240742	11113	-120316095	0.333333
6293	-33240742	27316	-135963939	0.2
6293	-33240742	57062	-94548558	0.25
6293	-33240742	158293	-96215880	0.25
6293	-33240742	389792	-131941540	0.2
6293	-33240742	29789	-175114398	0.2
6293	-33240742	23306	-57473574	0.2
6293	-33240742	2308	-41241734	0.2
6293	-33240742	29102	-31533282	0.2
6293	-33240742	54927	-132767918	0.25
6293	-33240742	138429	-130694076	0.2
6293	-33240742	57532	-27622166	0.333333
6293	-33240742	5683	-42972805	0.5
6293	-33240742	154796	-112085043	0.25
6293	-33240742	2673	-69615386	0.25
6293	-33240742	22995	-49104343	0.2
6293	-33240742	116412	-58893389	0.333333
6293	-33240742	163050	-12663356	0.2
114987	-116103620	10723	-1113172	0.333333
114987	-116103620	10542	-110951546	0.5
114987	-116103620	114882	-76817872	0.5
114987	-116103620	10972	-75644349	0.2
114987	-116103620	112812	-10427691	0.2
114987	-116103620	100130519	-17560376	0.25
9805	-30030665	59344	-8023047	0.25
9805	-30030665	159195	-75352108	0.2
9805	-30030665	1186	-1526085	0.333333
9805	-30030665	51132	-73835461	0.25
9805	-30030665	149699	-42356642	1
9805	-30030665	114898	-159798648	0.5
9805	-30030665	9056	-23286107	0.333333
9805	-30030665	28999	-126077236	0.333333
9805	-30030665	170371	-50397445	0.2
9805	-30030665	2289	-35657706	0.25
9805	-30030665	5900	-135997637	0.5
9805	-30030665	165257	-119917471	0.5
9805	-30030665	80142	-130891604	0.25
9805	-30030665	23023	-129408575	0.5
9805	-30030665	4798	-129763904	1
9805	-30030665	10565	-68256912	0.25
9805	-30030665	646450	-48957818	0.333333
9805	-30030665	103	-154601456	0.5
6855	-49057661	57396	-178055054	0.2
6855	-49057661	55171	-186286143	0.2
6855	-49057661	27161	-141646645	0.2
6855	-49057661	549	-94125229	0.2
6855	-49057661	1060	-68412256	0.2
126637	-152062540	10139	-62340285	0.333333
126637	-152062540	11284	-50371822	0.2
