2	MA0003.2
618970019642760506193739776	MA0003.2
618970019642760506193739776	MA0007.2
618970019642760506193739776	MA0079.3
618970019642760506193739776	MA0102.3
618970019642760506193739776	MA0105.2
618970019642760506193739776	MA0144.2
618970019642760506193739776	MA0466.1
618970019642760506193739776	MA0510.1
618970019642760506193739776	MA0003.2
618970019642760506193739776	MA0007.2
618970019642760506193739776	MA0079.3
618970019642760506193739776	MA0102.3
618970019642760506193739776	MA0466.1
618970019642760506193739776	MA0510.1
20282409603651670423947251286016	MA0003.2
20282409603651670423947251286016	MA0007.2
20282409603651670423947251286016	MA0079.3
20282409603651670423947251286016	MA0114.2
20282409603651670423947251286016	MA0525.1
39614081257143427795840401408	MA0003.2
39614081257143427795840401408	MA0007.2
39614081257143427795840401408	MA0079.3
39614081257143427795840401408	MA0154.2
39614081257143427795840401408	MA0471.1
39614081257143427795840401408	MA0473.1
39614081257143427795840401408	MA0516.1
20282409603651670423947251286016	MA0003.2
20282409603651670423947251286016	MA0007.2
20282409603651670423947251286016	MA0079.3
20282409603651670423947251286016	MA0525.1
70918499991558	MA0003.2
70918499991558	MA0007.2
70918499991558	MA0258.2
70918499991558	MA0466.1
2251799813685254	MA0003.2
2251799813685254	MA0007.2
2251799813685254	MA0471.1
10	MA0003.2
10	MA0014.2
9288674231526410	MA0003.2
9288674231526410	MA0014.2
9288674231526410	MA0058.2
9288674231526410	MA0079.3
9288674231526410	MA0093.2
9288674231526410	MA0468.1
9288674231526410	MA0473.1
17180926986	MA0003.2
17180926986	MA0014.2
17180926986	MA0058.2
17180926986	MA0079.3
17180926986	MA0102.3
17180926986	MA0154.2
10180821301082261627411716112384	MA0003.2
10180821301082261627411716112384	MA0014.2
10180821301082261627411716112384	MA0060.2
10180821301082261627411716112384	MA0076.2
10180821301082261627411716112384	MA0079.3
10180821301082261627411716112384	MA0154.2
10180821301082261627411716112384	MA0473.1
10180821301082261627411716112384	MA0476.1
10180821301082261627411716112384	MA0488.1
10180821301082261627411716112384	MA0502.1
10180821301082261627411716112384	MA0516.1
10180821301082261627411716112384	MA0524.1
9288674231525386	MA0003.2
9288674231525386	MA0014.2
9288674231525386	MA0079.3
9288674231525386	MA0093.2
9288674231525386	MA0468.1
9288674231525386	MA0473.1
10141204801825844219172880384000	MA0003.2
10141204801825844219172880384000	MA0014.2
10141204801825844219172880384000	MA0079.3
10141204801825844219172880384000	MA0105.2
10141204801825844219172880384000	MA0468.1
10141204801825844219172880384000	MA0473.1
10141204801825844219172880384000	MA0524.1
9007201469341706	MA0003.2
9007201469341706	MA0014.2
9007201469341706	MA0079.3
9007201469341706	MA0114.2
9007201469341706	MA0147.2
9007201469341706	MA0473.1
9007199321858058	MA0003.2
9007199321858058	MA0014.2
9007199321858058	MA0079.3
9007199321858058	MA0114.2
9007199321858058	MA0473.1
212965378209594994787713319698432	MA0003.2
212965378209594994787713319698432	MA0014.2
212965378209594994787713319698432	MA0093.2
212965378209594994787713319698432	MA0114.2
212965378209594994787713319698432	MA0154.2
212965378209594994787713319698432	MA0162.2
212965378209594994787713319698432	MA0471.1
212965378209594994787713319698432	MA0507.1
212965378209594994787713319698432	MA0524.1
212965378209594994787713319698432	MA0526.1
212965378209594994787713319698432	MA0528.1
212965300838342539451446138503168	MA0003.2
212965300838342539451446138503168	MA0014.2
212965300838342539451446138503168	MA0093.2
212965300838342539451446138503168	MA0114.2
212965300838342539451446138503168	MA0154.2
212965300838342539451446138503168	MA0162.2
212965300838342539451446138503168	MA0524.1
212965300838342539451446138503168	MA0526.1
212965300838342539451446138503168	MA0528.1
17180000266	MA0003.2
17180000266	MA0014.2
17180000266	MA0095.2
17180000266	MA0154.2
10141204858494233006409368207360	MA0003.2
10141204858494233006409368207360	MA0014.2
10141204858494233006409368207360	MA0095.2
10141204858494233006409368207360	MA0154.2
10141204858494233006409368207360	MA0495.1
10141204858494233006409368207360	MA0496.1
10141204858494233006409368207360	MA0524.1
172400481631039198603551635931136	MA0003.2
172400481631039198603551635931136	MA0014.2
172400481631039198603551635931136	MA0114.2
172400481631039198603551635931136	MA0154.2
172400481631039198603551635931136	MA0524.1
172400481631039198603551635931136	MA0528.1
18	MA0003.2
18	MA0024.2
172400521223950158850609851138048	MA0003.2
172400521223950158850609851138048	MA0024.2
172400521223950158850609851138048	MA0035.3
172400521223950158850609851138048	MA0058.2
172400521223950158850609851138048	MA0079.3
172400521223950158850609851138048	MA0080.3
172400521223950158850609851138048	MA0154.2
172400521223950158850609851138048	MA0162.2
172400521223950158850609851138048	MA0476.1
172400521223950158850609851138048	MA0490.1
172400521223950158850609851138048	MA0499.1
172400521223950158850609851138048	MA0500.1
172400521223950158850609851138048	MA0506.1
172400521223950158850609851138048	MA0524.1
172400521223950158850609851138048	MA0528.1
20282486977265381059243293016064	MA0003.2
20282486977265381059243293016064	MA0024.2
20282486977265381059243293016064	MA0036.2
20282486977265381059243293016064	MA0095.2
20282486977265381059243293016064	MA0105.2
20282486977265381059243293016064	MA0154.2
20282486977265381059243293016064	MA0476.1
20282486977265381059243293016064	MA0492.1
20282486977265381059243293016064	MA0507.1
20282486977265381059243293016064	MA0525.1
162259315514839591059711600885760	MA0003.2
162259315514839591059711600885760	MA0024.2
162259315514839591059711600885760	MA0050.2
162259315514839591059711600885760	MA0058.2
162259315514839591059711600885760	MA0093.2
162259315514839591059711600885760	MA0102.3
162259315514839591059711600885760	MA0137.3
162259315514839591059711600885760	MA0148.3
162259315514839591059711600885760	MA0154.2
162259315514839591059711600885760	MA0470.1
162259315514839591059711600885760	MA0473.1
162259315514839591059711600885760	MA0506.1
162259315514839591059711600885760	MA0528.1
38685626237801241342115840	MA0003.2
38685626237801241342115840	MA0024.2
38685626237801241342115840	MA0050.2
38685626237801241342115840	MA0058.2
38685626237801241342115840	MA0093.2
38685626237801241342115840	MA0102.3
38685626237801241342115840	MA0148.3
38685626237801241342115840	MA0470.1
38685626237801241342115840	MA0473.1
38685626237801241342115840	MA0506.1
11408858726600068553700559290368	MA0003.2
11408858726600068553700559290368	MA0024.2
11408858726600068553700559290368	MA0058.2
11408858726600068553700559290368	MA0060.2
11408858726600068553700559290368	MA0093.2
11408858726600068553700559290368	MA0095.2
11408858726600068553700559290368	MA0114.2
11408858726600068553700559290368	MA0466.1
11408858726600068553700559290368	MA0470.1
11408858726600068553700559290368	MA0499.1
11408858726600068553700559290368	MA0500.1
11408858726600068553700559290368	MA0502.1
11408858726600068553700559290368	MA0521.1
11408858726600068553700559290368	MA0524.1
10141208126371839152203856084992	MA0003.2
10141208126371839152203856084992	MA0024.2
10141208126371839152203856084992	MA0058.2
10141208126371839152203856084992	MA0060.2
10141208126371839152203856084992	MA0093.2
10141208126371839152203856084992	MA0095.2
10141208126371839152203856084992	MA0114.2
10141208126371839152203856084992	MA0470.1
10141208126371839152203856084992	MA0499.1
10141208126371839152203856084992	MA0500.1
10141208126371839152203856084992	MA0502.1
10141208126371839152203856084992	MA0524.1
10141207219677474441231975055360	MA0003.2
10141207219677474441231975055360	MA0024.2
10141207219677474441231975055360	MA0058.2
10141207219677474441231975055360	MA0060.2
10141207219677474441231975055360	MA0093.2
10141207219677474441231975055360	MA0095.2
10141207219677474441231975055360	MA0114.2
10141207219677474441231975055360	MA0470.1
10141207219677474441231975055360	MA0502.1
10141207219677474441231975055360	MA0524.1
81129638417115510947407542091776	MA0003.2
81129638417115510947407542091776	MA0024.2
81129638417115510947407542091776	MA0058.2
81129638417115510947407542091776	MA0093.2
81129638417115510947407542091776	MA0114.2
81129638417115510947407542091776	MA0476.1
81129638417115510947407542091776	MA0488.1
81129638417115510947407542091776	MA0492.1
81129638417115510947407542091776	MA0527.1
172400481642863597583596477480960	MA0003.2
172400481642863597583596477480960	MA0024.2
172400481642863597583596477480960	MA0058.2
172400481642863597583596477480960	MA0144.2
172400481642863597583596477480960	MA0162.2
172400481642863597583596477480960	MA0258.2
172400481642863597583596477480960	MA0466.1
172400481642863597583596477480960	MA0471.1
172400481642863597583596477480960	MA0475.1
172400481642863597583596477480960	MA0484.1
172400481642863597583596477480960	MA0492.1
172400481642863597583596477480960	MA0494.1
172400481642863597583596477480960	MA0524.1
172400481642863597583596477480960	MA0528.1
5110216484531252156516823728128	MA0003.2
5110216484531252156516823728128	MA0024.2
5110216484531252156516823728128	MA0060.2
5110216484531252156516823728128	MA0076.2
5110216484531252156516823728128	MA0080.3
5110216484531252156516823728128	MA0093.2
5110216484531252156516823728128	MA0095.2
5110216484531252156516823728128	MA0103.2
5110216484531252156516823728128	MA0154.2
5110216484531252156516823728128	MA0470.1
5110216484531252156516823728128	MA0474.1
5110216484531252156516823728128	MA0492.1
5110216484531252156516823728128	MA0516.1
5110216484531252156516823728128	MA0523.1
5110216484531234142118314246144	MA0003.2
5110216484531234142118314246144	MA0024.2
5110216484531234142118314246144	MA0060.2
5110216484531234142118314246144	MA0076.2
5110216484531234142118314246144	MA0093.2
5110216484531234142118314246144	MA0095.2
5110216484531234142118314246144	MA0103.2
5110216484531234142118314246144	MA0154.2
5110216484531234142118314246144	MA0470.1
5110216484531234142118314246144	MA0492.1
5110216484531234142118314246144	MA0516.1
5110216484531234142118314246144	MA0523.1
5110216484531234142118314246144	MA0003.2
5110216484531234142118314246144	MA0024.2
5110216484531234142118314246144	MA0060.2
5110216484531234142118314246144	MA0076.2
5110216484531234142118314246144	MA0095.2
5110216484531234142118314246144	MA0154.2
5110216484531234142118314246144	MA0470.1
5110216484531234142118314246144	MA0492.1
