100037417	+24308525	4398046511104	1
10003	+89867317	8192	1
10010	+161992965	8388608	1
100113407	+11537959	8192	1
100128553	+143880047	65536	1
100128927	+105267017	81129638414606681695789005144064	1
100129250	+32550928	10141204801825835211973625643008	1
100129361	+11323279	36028797018963968	1
100129583	+77134692	34359738368	1
100129697	+89005944	34359738368	1
100130311	+4802447	34359738368	1
100130539	+44787697	16384	1
100130742	+92114346	281474976710656	1
100130880	+137637593	10141204801825835211973625643008	1
100130933	+73642145	18889465931478580854784	1
100130967	+159290398	2417851639229258349412352	1
100131017	+6676452	34359738368	1
100131094	+4678793	8192	1
100131801	+7694170	9007199254740992	1
100132813	+110655843	4294967296	1
100132911	+61475417	10141204801825835211973625643008	1
10013	+48659603	1125899906842624	1
100134934	+73974797	34359738368	1
100137049	+42130510	10141204801825835211973625643008	1
10015	+33839562	549755813888	1
10016	+271235	4096	1
100170765	+41948562	9007199254740992	1
10018	+111877990	81129638414606681695789005144064	1
100190949	+157098060	35184372088832	1
10019	+111843251	34359738368	1
10023	+99078521	34359738368	1
10024	+49716470	2417851639229258349412352	1
100287036	+89387040	18889465931478580854784	1
100287896	+74203929	38685626227668133590597632	1
100289561	+102003765	10141204801825835211973625643008	1
100289678	+148958761	10141204801825835211973625643008	1
100293516	+58341161	9007199254740992	1
100303755	+18117998	70368744177664	1
10036	+4402159	2361183241434822606848	1
10038	+20811272	17179869184	1
10039	+51975820	39614081257132168796771975168	1
10040	+52977551	5070602400912917605986812821504	1
10042	+35652944	8388608	1
10043	+35695032	17179869184	1
10049	+157129210	34359738368	1
100499483	+100069276	8192	1
10050	+25754426	35184372088832	1
100505549	+55297033	131072	1
100505741	+84971483	67108864	1
100505876	+37423103	34359738368	1
100506127	+76091846	34359738368	1
100506243	+42977333	9007199254740992	1
100506422	+26066172	18889465931478580854784	1
100506650	+51062379	32	1
100506658	+68787854	34359738368	1
100507203	+131148044	2361183241434822606848	1
100507436	+31370843	8192	1
100507650	+23706626	8192	1
100507679	+30973228	75557863725914323419136	1
10051	+160116591	134217728	1
100526693	+9833731	562949953421312	1
100526737	+66383552	1125899906842624	1
100526739	+10489981	1125899906842624	1
100526760	+52008541	34359738368	1
100526832	+170550440	9007199254740992	1
100526835	+74663395	5070602400912917605986812821504	1
100527943	+35202456	34359738368	1
100527949	+150413144	37778931862957161709568	1
100527963	+156182278	34359738368	1
