10002	+72100387	17179869184	1
100037417	+24306525	4398046511104	1
10003	+89865317	16384	1
10010	+161990965	70368744177664	1
100113407	+11535959	18446744073709551616	1
100128553	+143878047	65536	1
100128569	+3536654	16384	1
100128927	+105265017	16384	1
100129250	+32548928	262144	1
100129278	+21344357	4	1
100129361	+11321279	70368744177664	1
100129407	+72155502	8388608	1
100129543	+23297276	4294967296	1
100129583	+77132692	5070602400912917605986812821504	1
100129697	+89003944	65536	1
100129924	+43251160	162259276829213363391578010288128	1
100130311	+4800447	162259276829213363391578010288128	1
100130361	+70980639	4398046511104	1
100130539	+44785697	32	1
100130613	+125951246	316912650057057350374175801344	1
100130705	+128503901	38685626227668133590597632	1
100130733	+61872061	18889465931478580854784	1
100130742	+92112346	70368744177664	1
100130880	+137635593	4294967296	1
100130890	+99966369	34359738368	1
100130933	+73640145	590295810358705651712	1
100130958	+77230793	70368744177664	1
100130967	+159288398	2417851639229258349412352	1
100131017	+6674452	10141204801825835211973625643008	1
100131094	+4676793	70368744177664	1
100131755	+100740530	512	1
100131801	+7692170	9007199254740992	1
100132146	+46651424	1048576	1
100132247	+22522343	288230376151711744	1
100132813	+110653843	288230376151711744	1
100132911	+61473417	4294967296	1
100132916	+63983634	18889465931478580854784	1
100133220	+85781140	158456325028528675187087900672	1
100134391	+71731492	2361183241434822606848	1
100134444	+21305947	1073741824	1
10013	+48657603	134217728	1
100134934	+73972797	281474976710656	1
100137049	+42128510	10141204801825835211973625643008	1
100141515	+76139933	17179869184	1
10015	+33837562	549755813888	1
10016	+269235	696898287454081973172991196020261297061888	1
1001	+68676238	1073741824	1
100170229	+44113752	633825300114114700748351602688	1
100170765	+41946562	39614081257132168796771975168	1
10018	+111875990	9007199254740992	1
100188893	+41752680	20282409603651670423947251286016	1
100190949	+157096060	17179869184	1
10019	+111841251	562949953421312	1
10023	+99076521	34359738368	1
10024	+49714470	9007199254740992	1
1002	+59824981	549755813888	1
100271715	+39144003	70368744177664	1
100271846	+53545490	20282409603651670423947251286016	1
100287036	+89385040	18889465931478580854784	1
100287482	+129139819	70368744177664	1
100287718	+46712153	70368744177664	1
100287896	+74201929	302231454903657293676544	1
100288695	+110653508	65536	1
100288797	+2794447	8388608	1
100289087	+9172572	18889465931478580854784	1
100289187	+99193188	4294967296	1
100289561	+102001765	10141204801825835211973625643008	1
100289678	+148956761	72057594037927936	1
100293516	+58339161	9007199254740992	1
100293534	+31947333	162259276829213363391578010288128	1
100303755	+18115998	70368744177664	1
100310812	+102189178	4398046511104	1
100329135	+111122624	2361183241434822606848	1
10036	+4400159	70368744177664	1
1003	+66398009	162259276829213363391578010288128	1
10038	+20809272	70368744177664	1
10039	+51973820	16384	1
10040	+52975551	5070602400912917605986812821504	1
10042	+35650944	40564819207303340847894502572032	1
1004	+31191261	32	1
10043	+35693032	17179869184	1
10046	+149529044	34359738368	1
100463289	+57356249	16384	1
100463482	+142371630	65536	1
10047	+23469237	65536	1
10049	+157127210	70368744177664	1
100499483	+100067276	18889465931478580854784	1
10050	+25752426	19342813113834066795298816	1
100505549	+55295033	70368744177664	1
100505741	+84969483	18889465931478580854784	1
100505876	+37421103	18014398509481984	1
100506013	+165795639	131072	1
100506127	+76089846	34359738368	1
100506243	+42975333	154742504910672534362390528	1
100506422	+26064172	18889465931478580854784	1
