MAD2L2	NCBIGene:100885850
MAD2L2	NCBIGene:10262
MAD2L2	NCBIGene:10548
MAD2L2	NCBIGene:113174
MAD2L2	NCBIGene:116369
MAD2L2	NCBIGene:1442
MAD2L2	NCBIGene:1443
MAD2L2	NCBIGene:150221
MAD2L2	NCBIGene:151651
MAD2L2	NCBIGene:151903
MAD2L2	NCBIGene:196374
CENPX	NCBIGene:162972
CENPX	NCBIGene:2050
MAD2L2	NCBIGene:2124
FAAP20	NCBIGene:220001
FANCC	NCBIGene:220202
MAD2L2	NCBIGene:221037
MAD2L2	NCBIGene:221955
FANCC	NCBIGene:223117
CENPX	NCBIGene:2287
FANCA	NCBIGene:22976
FANCB	NCBIGene:23129
FANCA	NCBIGene:23155
FANCA	NCBIGene:23193
FANCC	NCBIGene:23428
FANCC	NCBIGene:23576
CENPX	NCBIGene:2517
FAAP20	NCBIGene:253650
FANCA	NCBIGene:255426
FANCC	NCBIGene:25769
FANCC	NCBIGene:257
FANCC	NCBIGene:25937
FAAP20	NCBIGene:25939
MAD2L2	NCBIGene:26191
FANCC	NCBIGene:266
FANCB	NCBIGene:2686
FANCC	NCBIGene:27127
MAD2L2	NCBIGene:274
FAAP20	NCBIGene:275
FANCC	NCBIGene:2796
CENPX	NCBIGene:283152
FANCC	NCBIGene:283316
MAD2L2	NCBIGene:283849
FANCA	NCBIGene:284076
FAAP20	NCBIGene:2843
MAD2L2	NCBIGene:284759
FANCC	NCBIGene:284805
CENPX	NCBIGene:285282
MAD2L2	NCBIGene:285555
FANCC	NCBIGene:285672
FAAP20	NCBIGene:2889
FANCA	NCBIGene:29028
UBE2T	NCBIGene:10130
UBE2T	NCBIGene:1039
UBE2T	NCBIGene:1152
UBE2T	NCBIGene:122416
UBE2T	NCBIGene:124935
UBE2T	NCBIGene:130540
UBE2T	NCBIGene:130940
UBE2T	NCBIGene:143098
UBE2T	NCBIGene:162989
UBE2T	NCBIGene:171392
UBE2T	NCBIGene:1718
UBE2T	NCBIGene:219743
UBE2T	NCBIGene:23130
UBE2T	NCBIGene:25851
UBE2T	NCBIGene:2658
UBE2T	NCBIGene:27043
UBE2T	NCBIGene:27086
UBE2T	NCBIGene:2804
FANCC	NCBIGene:2938
FANCC	NCBIGene:2939
FAAP20	NCBIGene:302
MAD2L2	NCBIGene:30815
FANCC	NCBIGene:30836
CENPX	NCBIGene:3108
FANCC	NCBIGene:311
CENPX	NCBIGene:3376
FANCA	NCBIGene:3376
FANCC	NCBIGene:338661
MAD2L2	NCBIGene:338785
UBE2T	NCBIGene:340252
CENPX	NCBIGene:342184
CENPX	NCBIGene:348995
FANCA	NCBIGene:348995
MAD2L2	NCBIGene:3577
UBE2T	NCBIGene:3608
MAD2L2	NCBIGene:3674
FAAP20	NCBIGene:3693
FAAP20	NCBIGene:3752
MAD2L2	NCBIGene:3763
FANCB	NCBIGene:3766
FANCC	NCBIGene:3857
CENPX	NCBIGene:388272
FAAP20	NCBIGene:388289
MAD2L2	NCBIGene:389125
FANCC	NCBIGene:3903
FANCC	NCBIGene:390792
MAD2L2	NCBIGene:391365
FAAP20	NCBIGene:392636
FAAP20	NCBIGene:3972
MAD2L2	NCBIGene:3977
FANCA	NCBIGene:3981
UBE2T	NCBIGene:400073
MAD2L2	NCBIGene:4004
MAD2L2	NCBIGene:400935
FAAP20	NCBIGene:401466
FANCC	NCBIGene:401505
FANCC	NCBIGene:4146
FAAP20	NCBIGene:4148
MAD2L2	NCBIGene:4222
FANCA	NCBIGene:441381
MAD2L2	NCBIGene:441425
MAD2L2	NCBIGene:441430
FAAP20	NCBIGene:4625
FAAP20	NCBIGene:4640
FANCA	NCBIGene:4706
MAD2L2	NCBIGene:473
FANCC	NCBIGene:4868
MAD2L2	NCBIGene:50507
FAAP20	NCBIGene:51065
FANCA	NCBIGene:51161
FAAP20	NCBIGene:51170
FANCB	NCBIGene:51176
UBE2T	NCBIGene:51258
CENPX	NCBIGene:51302
MAD2L2	NCBIGene:51347
FAAP20	NCBIGene:51363
FANCC	NCBIGene:5144
MAD2L2	NCBIGene:51465
CENPX	NCBIGene:51645
FANCA	NCBIGene:51645
CENPX	NCBIGene:5166
FANCA	NCBIGene:5166
FANCC	NCBIGene:5178
CENPX	NCBIGene:5232
FANCA	NCBIGene:5232
FANCC	NCBIGene:529
FANCC	NCBIGene:5325
MAD2L2	NCBIGene:5329
FAAP20	NCBIGene:53345
MAD2L2	NCBIGene:53841
CENPX	NCBIGene:54464
FAAP20	NCBIGene:54472
UBE2T	NCBIGene:54509
CENPX	NCBIGene:54700
FANCA	NCBIGene:54756
FANCA	NCBIGene:54785
FANCA	NCBIGene:54830
FANCA	NCBIGene:54929
UBE2T	NCBIGene:54934
FANCA	NCBIGene:54955
UBE2T	NCBIGene:54958
UBE2T	NCBIGene:54986
FANCL	NCBIGene:10274
FANCL	NCBIGene:10644
FANCL	NCBIGene:22929
FANCL	NCBIGene:23283
FANCL	NCBIGene:23548
FANCL	NCBIGene:51592
CENPX	NCBIGene:55147
FANCA	NCBIGene:55147
CENPX	NCBIGene:55171
FANCA	NCBIGene:55171
FANCC	NCBIGene:55203
FANCC	NCBIGene:5522
FAAP20	NCBIGene:55249
UBE2T	NCBIGene:55567
MAD2L2	NCBIGene:55627
FANCB	NCBIGene:55658
FANCC	NCBIGene:5602
FANCC	NCBIGene:5610
FAAP20	NCBIGene:56952
FANCC	NCBIGene:57194
FAAP20	NCBIGene:5739
FAAP20	NCBIGene:57409
FANCB	NCBIGene:57556
FANCA	NCBIGene:57577
FAAP20	NCBIGene:57596
CENPX	NCBIGene:57623
FANCA	NCBIGene:57623
FANCB	NCBIGene:57678
MAD2L2	NCBIGene:5787
UBE2T	NCBIGene:58492
FAAP20	NCBIGene:587
MAD2L2	NCBIGene:6001
MAD2L2	NCBIGene:60386
CENPX	NCBIGene:606495
FANCA	NCBIGene:606495
FANCA	NCBIGene:6093
UBE2T	NCBIGene:6103
CENPX	NCBIGene:6293
FAAP20	NCBIGene:634
MAD2L2	NCBIGene:6387
MAD2L2	NCBIGene:64170
FAAP20	NCBIGene:6425
MAD2L2	NCBIGene:64284
CENPX	NCBIGene:64410
UBE2T	NCBIGene:64410
MAD2L2	NCBIGene:6448
MAD2L2	NCBIGene:645811
FAAP20	NCBIGene:6469
FAAP20	NCBIGene:64718
CENPX	NCBIGene:65010
FANCC	NCBIGene:65055
FAAP20	NCBIGene:653319
FANCA	NCBIGene:6566
FANCA	NCBIGene:6604
MAD2L2	NCBIGene:6612
FANCC	NCBIGene:6695
MAD2L2	NCBIGene:6700
MAD2L2	NCBIGene:6777
FANCC	NCBIGene:6925
UBE2T	NCBIGene:699
MAD2L2	NCBIGene:7015
UBE2T	NCBIGene:7029
FANCC	NCBIGene:7049
FAAP20	NCBIGene:7066
MAD2L2	NCBIGene:7074
MAD2L2	NCBIGene:7390
MAD2L2	NCBIGene:7456
FAAP20	NCBIGene:7477
XRCC2	NCBIGene:5071
XRCC2	NCBIGene:518
CENPX	NCBIGene:7568
FANCA	NCBIGene:7568
FANCC	NCBIGene:7634
FAAP20	NCBIGene:79007
FANCB	NCBIGene:79443
CENPX	NCBIGene:79641
FANCB	NCBIGene:79651
PALB2	NCBIGene:10489
PALB2	NCBIGene:123775
PALB2	NCBIGene:1286
PALB2	NCBIGene:171017
PALB2	NCBIGene:253769
PALB2	NCBIGene:26190
PALB2	NCBIGene:27349
PALB2	NCBIGene:285600
PALB2	NCBIGene:29058
PALB2	NCBIGene:388695
PALB2	NCBIGene:388969
PALB2	NCBIGene:3977
PALB2	NCBIGene:4594
PALB2	NCBIGene:4913
PALB2	NCBIGene:54344
PALB2	NCBIGene:545
PALB2	NCBIGene:5481
PALB2	NCBIGene:55259
PALB2	NCBIGene:56851
PALB2	NCBIGene:56957
PALB2	NCBIGene:57470
PALB2	NCBIGene:5863
PALB2	NCBIGene:7251
PALB2	NCBIGene:7841
XRCC2	NCBIGene:79845
FANCB	NCBIGene:80045
FANCB	NCBIGene:80194
UBE2T	NCBIGene:80217
FAAP100	NCBIGene:10489
FAAP100	NCBIGene:123775
FAAP100	NCBIGene:171017
FAAP100	NCBIGene:219541
FAAP100	NCBIGene:220002
FAAP100	NCBIGene:253769
FAAP100	NCBIGene:26057
FAAP100	NCBIGene:26190
FAAP100	NCBIGene:27349
FAAP100	NCBIGene:285600
FAAP100	NCBIGene:285782
FAAP100	NCBIGene:29058
FAAP100	NCBIGene:388695
FAAP100	NCBIGene:388969
FAAP100	NCBIGene:400506
FAAP100	NCBIGene:4594
FAAP100	NCBIGene:4913
FAAP100	NCBIGene:51639
FAAP100	NCBIGene:54344
FAAP100	NCBIGene:5481
FAAP100	NCBIGene:56851
FAAP100	NCBIGene:56957
FAAP100	NCBIGene:57470
FAAP100	NCBIGene:5863
FAAP100	NCBIGene:6194
FAAP100	NCBIGene:6780
FAAP100	NCBIGene:6883
FAAP100	NCBIGene:78996
FAAP100	NCBIGene:79728
FAAP20	NCBIGene:80320
UBE2T	NCBIGene:8125
FANCA	NCBIGene:81551
XRCC2	NCBIGene:81572
CENPX	NCBIGene:81888
FANCA	NCBIGene:81888
FANCA	NCBIGene:8242
XRCC2	NCBIGene:8243
FAAP20	NCBIGene:8260
FANCC	NCBIGene:83417
CENPX	NCBIGene:83546
UBE2T	NCBIGene:8382
BRIP1	NCBIGene:109504726
BRIP1	NCBIGene:27
BRIP1	NCBIGene:2804
BRIP1	NCBIGene:51019
BRIP1	NCBIGene:514
BRIP1	NCBIGene:55716
BRIP1	NCBIGene:79639
BRIP1	NCBIGene:79763
FANCC	NCBIGene:84076
PALB2	NCBIGene:84261
FAAP100	NCBIGene:84261
CENPX	NCBIGene:84328
FAAP20	NCBIGene:84330
SLX4	NCBIGene:100885848
SLX4	NCBIGene:10147
SLX4	NCBIGene:10190
SLX4	NCBIGene:10200
SLX4	NCBIGene:11021
SLX4	NCBIGene:11344
SLX4	NCBIGene:126272
SLX4	NCBIGene:133957
SLX4	NCBIGene:147015
SLX4	NCBIGene:153396
SLX4	NCBIGene:159013
SLX4	NCBIGene:1936
SLX4	NCBIGene:201627
SLX4	NCBIGene:221060
SLX4	NCBIGene:22807
SLX4	NCBIGene:23293
SLX4	NCBIGene:23543
SLX4	NCBIGene:257236
SLX4	NCBIGene:25829
SLX4	NCBIGene:25897
SLX4	NCBIGene:282974
SLX4	NCBIGene:28987
SLX4	NCBIGene:29104
SLX4	NCBIGene:3646
SLX4	NCBIGene:4152
SLX4	NCBIGene:4201
SLX4	NCBIGene:4212
SLX4	NCBIGene:51008
SLX4	NCBIGene:51012
SLX4	NCBIGene:51548
SLX4	NCBIGene:51552
SLX4	NCBIGene:51650
SLX4	NCBIGene:54069
SLX4	NCBIGene:54461
SLX4	NCBIGene:54472
SLX4	NCBIGene:54497
SLX4	NCBIGene:54520
SLX4	NCBIGene:5457
SLX4	NCBIGene:54754
SLX4	NCBIGene:54832
SLX4	NCBIGene:55269
SLX4	NCBIGene:5576
SLX4	NCBIGene:55776
SLX4	NCBIGene:57336
SLX4	NCBIGene:6390
SLX4	NCBIGene:64428
SLX4	NCBIGene:646851
SLX4	NCBIGene:64718
SLX4	NCBIGene:664
SLX4	NCBIGene:6655
SLX4	NCBIGene:7335
SLX4	NCBIGene:7709
SLX4	NCBIGene:79673
SLX4	NCBIGene:80007
SLX4	NCBIGene:8131
SLX4	NCBIGene:81622
SLX4	NCBIGene:83461
SLX4	NCBIGene:8379
SLX4	NCBIGene:84524
FANCA	NCBIGene:84650
XRCC2	NCBIGene:84671
SLX4	NCBIGene:8479
FANCC	NCBIGene:84886
FAAP20	NCBIGene:84891
SLX4	NCBIGene:84904
FANCC	NCBIGene:84984
MAD2L2	NCBIGene:85474
MAD2L2	NCBIGene:8578
CENPX	NCBIGene:8659
FANCA	NCBIGene:8659
FAAP100	NCBIGene:8664
SLX4	NCBIGene:8666
FAAP20	NCBIGene:8692
FANCA	NCBIGene:8795
XRCC2	NCBIGene:8800
SLX4	NCBIGene:8910
FANCC	NCBIGene:90134
CENPX	NCBIGene:90957
FANCA	NCBIGene:90957
FANCA	NCBIGene:9131
SLX4	NCBIGene:92002
FANCB	NCBIGene:9215
XRCC2	NCBIGene:9223
SLX4	NCBIGene:92335
FANCC	NCBIGene:9267
SLX4	NCBIGene:9277
FANCL	NCBIGene:9282
XRCC2	NCBIGene:9318
PALB2	NCBIGene:93210
FAAP100	NCBIGene:93210
MAD2L2	NCBIGene:9334
SLX4	NCBIGene:94107
MAD2L2	NCBIGene:9468
FANCC	NCBIGene:9468
FANCA	NCBIGene:9517
MAD2L2	NCBIGene:9535
FANCB	NCBIGene:9584
SLX4	NCBIGene:9647
MAD2L2	NCBIGene:9685
FAAP20	NCBIGene:970
MAD2L2	NCBIGene:974
SLX4	NCBIGene:9870
FANCC	NCBIGene:9891
FANCB	NCBIGene:9906
MAD2L2	NCBIGene:9926
FANCA	NCBIGene:9928
FANCC	NCBIGene:9934
MAD2L2	NCBIGene:995
