63931	-174995091	115294	-52814246	0.25
63931	-174995091	112	-49185379	0.25
9454	-19053450	2734	-74643542	0.333333
9454	-19053450	8428	-99231905	0.333333
9454	-19053450	4245	-180239477	0.2
9454	-19053450	79840	-220028087	1
9454	-19053450	7942	-41705568	0.333333
9454	-19053450	376267	-65441398	0.333333
9454	-19053450	153768	-145217432	0.5
9454	-19053450	201725	-159595702	0.333333
9454	-19053450	340371	-144925646	0.333333
9454	-19053450	128853	-30460796	0.333333
9454	-19053450	54963	-62585027	0.25
9454	-19053450	84875	-145063139	0.2
9454	-19053450	115290	-39468953	0.5
9454	-19053450	22887	-42803592	0.2
9454	-19053450	286336	-134154406	0.5
9454	-19053450	333929	-88755382	0.333333
2938	-52671265	125058	-77927156	0.333333
2938	-52671265	2257	-192129338	0.25
2938	-52671265	26112	-150606154	0.333333
2938	-52671265	23001	-85890044	0.2
2938	-52671265	23233	-73055671	0.25
2938	-52671265	117145	-151884861	0.333333
2938	-52671265	171586	-19246675	0.25
2938	-52671265	162605	-38958711	0.25
2938	-52671265	116071	-64760249	0.333333
2938	-52671265	23562	-37917617	0.333333
2938	-52671265	2861	-124408579	0.5
2938	-52671265	25937	-149445075	0.333333
2938	-52671265	100529239	-34396402	1
2938	-52671265	1412	-219860627	0.333333
2938	-52671265	2022	-130619552	0.25
2938	-52671265	107080638	-13331315	0.2
2938	-52671265	10871	-72544810	0.5
2938	-52671265	23543	-36239130	0.25
2938	-52671265	26061	-15645859	0.2
2938	-52671265	1838	-25899016	1
2938	-52671265	158471	-79309831	0.333333
2938	-52671265	283316	-7599281	0.333333
2938	-52671265	199731	-44146491	0.25
2938	-52671265	201625	-57532571	0.5
2938	-52671265	197021	-66860576	0.2
2938	-52671265	255631	-86624621	0.333333
2938	-52671265	122876	-63788093	0.333333
2938	-52671265	2516	-127272199	0.333333
2938	-52671265	266	-6744568	1
2938	-52671265	23270	-116577761	0.25
2938	-52671265	284805	-31264243	0.5
2938	-52671265	203430	-77917325	0.5
2938	-52671265	201895	-39643118	0.25
2938	-52671265	2796	-25285056	0.5
2938	-52671265	1777	-12994835	0.25
2938	-52671265	137835	-133775414	0.25
2938	-52671265	26137	-114345923	0.25
2938	-52671265	26137	-114480624	0.5
2938	-52671265	2235	-55256469	0.333333
2938	-52671265	26273	-33798571	0.25
2938	-52671265	1962	-184974386	1
2938	-52671265	1641	-110657417	1
2938	-52671265	29072	-47207967	0.2
2938	-52671265	285362	-4511466	0.333333
2938	-52671265	2335	-216303292	0.5
2938	-52671265	25769	-19789517	1
2938	-52671265	23428	-23655369	0.2
2938	-52671265	223117	-84753747	1
2938	-52671265	116447	-144419561	0.25
2938	-52671265	151651	-19991017	0.2
2938	-52671265	1519	-156877548	0.25
2938	-52671265	1620	-122134239	0.5
2938	-52671265	10056	-223523574	0.5
2938	-52671265	10804	-20808453	0.5
2938	-52671265	220202	-69994370	0.333333
2938	-52671265	23650	-120011363	0.333333
2938	-52671265	149998	-15583741	1
2938	-52671265	11127	-132075770	0.25
2938	-52671265	2720	-33141023	0.2
2938	-52671265	2104	-217313597	0.5
2938	-52671265	109504726	-64469624	0.333333
2938	-52671265	259307	-50402647	0.2
2938	-52671265	23293	-1994555	0.2
2938	-52671265	1639	-74621714	0.333333
2938	-52671265	285672	-64066996	0.5
2938	-52671265	159963	-26746074	1
2938	-52671265	2176	-98082264	0.2
2938	-52671265	163183	-36502195	0.25
2938	-52671265	284486	-151828673	0.5
2938	-52671265	10161	-48990153	0.25
2938	-52671265	2822	-24492350	0.5
2938	-52671265	114908	-102326275	0.2
2938	-52671265	26225	-152687509	0.25
2938	-52671265	1418	-209030797	0.5
2938	-52671265	11337	-7148253	0.25
2938	-52671265	257	-110615822	1
2938	-52671265	1053	-23591320	1
2938	-52671265	1062	-104122066	0.2
646457	-14199107	146857	-33778356	0.5
646457	-14199107	151649	-20056265	0.25
646457	-14199107	389136	-87042773	0.2
646457	-14199107	56934	-50239255	0.25
646457	-14199107	5314	-51954923	0.5
646457	-14199107	340419	-109097540	0.5
646457	-14199107	152110	-27413451	0.2
646457	-14199107	148930	-47019829	0.2
6293	-33242242	27097	-229764294	0.2
6293	-33242242	375607	-100826057	0.25
6293	-33242242	162972	-58073731	0.25
114987	-116105120	114882	-76819372	0.2
9805	-30032165	65078	-20258316	0.5
9805	-30032165	1186	-1527585	0.25
9805	-30032165	51132	-73836961	0.25
9805	-30032165	114898	-159800148	0.5
9805	-30032165	79731	-78288409	0.333333
9805	-30032165	28999	-126078736	0.25
9805	-30032165	64849	-45315624	0.2
9805	-30032165	23584	-124624668	0.5
9805	-30032165	170371	-50398945	0.2
9805	-30032165	23527	-195166317	0.2
9805	-30032165	2289	-35659206	0.25
9805	-30032165	165257	-119918971	0.5
9805	-30032165	80142	-130893104	0.2
9805	-30032165	23023	-129410075	0.25
9805	-30032165	4798	-129766697	0.333333
9805	-30032165	7644	-23580862	0.5
9805	-30032165	10565	-68258412	0.25
9805	-30032165	65250	-37252030	1
